Premise	Latitude	Longitude	Tobs	Tend	Di	IP1b	51.248847	-0.675222	17	18	10	
IP1b/2	51.248847	-0.675222	17	18	10	
IP2b	51.252078	-0.644667	20	21	7	
IP3b 	51.420753	-0.548069	56	57	5	
IP3c	51.421303	-0.515147	59	59	5	
IP4b	51.417353	-0.551672	57 	57	10	
IP5	51.396603	-0.561478	61	61	21	
IP6b	51.441364	-0.558625	65	66	4	
IP7	51.421939	-0.584536	68	68	5	
IP8	51.446614	-0.55650	73	74	2	
